symbol;nazwa;zadania
produkcję jaj małż (omułków, ostryg itp.), larw homarów, krewetek po okresie larwowym, 
narybku i podrostków narybku, 
chów i hodowlę szkarłatnic i pozostałych jadalnych wodorostów morskich, 
chów i hodowlę skorupiaków, małż, innych mięczaków oraz pozostałych organizmów 
wodnych w wodach morskich, 
chów i hodowlę ryb i pozostałych organizmów wodnych w wodach słonawych, 
chów i hodowlę ryb i pozostałych organizmów morskich w akwenach i zbiornikach ze 
słoną wodą, 
działalność wylęgarni ryb w wodach morskich, 
chów i hodowlę robaków morskich.
03.30;Działalność usługowa wspomagająca rybołówstwo i akwakulturę; działalność usługowa związana z chowem i hodowlą ryb oraz pozostałych organizmów wodnych w wodach morskich
01.48;Chów i hodowla pozostałych zwierząt;chów i hodowla gadów wodnych (słonowodnych lub słodkowodnych)
03.22;Akwakultura w wodach śródlądowych;chów i hodowlę ryb w stawach rybnych i wodach śródlądowych, włączając chów i hodowlę ryb ozdobnych w stawach rybnych i w wodach śródlądowych,
chów i hodowlę skorupiaków, małży, innych mięczaków oraz pozostałych organizmów wodnych w wodach śródlądowych,
działalność związaną z wylęgarniami ryb (słodkowodnych),
chów i hodowlę żab,
uprawę wodorostów i alg (nawet jadalnych) w wodach śródlądowych,
uprawę mikroalg w wodach śródlądowych.
03.30;Działalność usługowa wspomagająca rybołówstwo i akwakulturę;działalność usługową związaną z chowem i hodowlą ryb, skorupiaków, mięczaków i innych organizmów wodnych w stawach rybnych i wodach śródlądowych.
05.10;Wydobywanie węgla kamiennego;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
05.20;Wydobywanie węgla brunatnego (lignitu);klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
06.10;Górnictwo ropy naftowej;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
06.20;Górnictwo gazu ziemnego;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
07.10;Górnictwo rud żelaza;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
07.21;Górnictwo rud uranu i toru;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
07.29;Górnictwo pozostałych rud metali nieżelaznych;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
08.11;Wydobywanie kamieni ozdobnych, wapienia, gipsu, łupków oraz pozostałych kamieni i skał;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
08.12;Wydobywanie żwiru, piasku, gliny i kaolinu;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
08.91;Wydobywanie minerałów dla przemysłu chemicznego oraz do produkcji nawozów;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
08.92;Wydobywanie torfu;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
08.93;Wydobywanie soli;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
08.99;Pozostałe górnictwo i wydobywanie, gdzie indziej niesklasyfikowane;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
09.10;Działalność usługowa wspomagająca eksploatację złóż ropy naftowej i gazu ziemnego;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
09.90;Działalność usługowa wspomagająca pozostałe górnictwo i wydobywanie;klasa PKD 2007 w pełni odzwierciedla klasę PKD 2025
10.61;Wytwarzanie produktów przemiału zbóż;żywność bezglutenowa
10.62;Wytwarzanie skrobi i wyrobów skrobiowych;żywność bezglutenowa
10.71;Produkcja pieczywa; produkcja świeżych wyrobów ciastkarskich i ciastek;żywność bezglutenowa
10.72;Produkcja sucharów, herbatników, konserwowanych wyrobów ciastkarskich i ciastek;żywność bezglutenowa
10.73;Produkcja wyrobów mącznych;żywność bezglutenowa
10.86;Produkcja artykułów spożywczych homogenizowanych i żywności dietetycznej; produkcję specjalnej żywności, takiej jak:preparaty do początkowego żywienia niemowląt,modyfikowanego mleka uzupełniającego i pozostałej żywności uzupełniającej dla niemowląt,żywność dla dzieci,żywność niskokaloryczna i o zmniejszonej kaloryczności dla utrzymania właściwej masy ciała, żywność przeznaczenia medycznego.
13.20;Produkcja tkanin;produkcję tkanin bawełnianych, wełnianych, czesankowych lub jedwabnych, wykonywanych w całości z jednego rodzaju włókna lub z udziałem innych włókien sztucznych lub syntetycznych (polipropylenowych i tym podobnych)
produkcję tkanin z lnu, ramii, konopi, juty, pozostałych włókien łykowych oraz tkanin specjalnych,
produkcję tkanin z odzyskanych materiałów włókienniczych (wtórnych),
produkcję tkanin szenilowych, ręcznikowych frotte, gazowych i tym podobnych,
produkcję z tkanin z długim włosem przeznaczonych do produkcji imitacji skór futerkowych.
13.96;Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych;produkcja tkanin z włókien szklanych
23.99;Produkcja pozostałych wyrobów z mineralnych surowców niemetalicznych, gdzie indziej niesklasyfikowana;produkcja tkanych nici węglowych
13.92;Produkcja wyrobów tekstylnych dla gospodarstw domowych i gotowych artykułów wyposażenia wnętrz;produkcję gotowych wyrobów tekstylnych dla gospodarstw domowych (włączając dziane), na przykład:
  koce, włączając pledy podróżne,
  bielizna pościelowa, stołowa, toaletowa, kuchenna,
  kołdry, pierzyny, narzuty pikowane, jaśki, pufy, poduszki, śpiwory,
produkcję gotowych wyrobów wyposażeniowych:
  zasłony, lambrekiny, narzuty na łóżka inne niż pikowane,
  flagi, sztandary, chorągwie,
  ścierki do kurzu, zmywaki i podobne artykuły,
13.96;Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych;plandeki, namioty, wyposażenie kempingowe, żagle, markizy przeciwsłoneczne, zewnętrzne pokrowce na samochody, maszyny lub meble itp.,
14.10;Produkcja odzieży dzianej;produkcja odzieży dzianej i innych artykułów konfekcjonowanych np. pulowerów, swetrów rozpinanych, bluz, koszul, T-shirtów, bluzek, kamizelek, w tym odzieży niemowlęcej
14.21;Produkcja odzieży wierzchniej;produkcja odzieży wierzchniej, innej niż dzianej lub szydełkowanej, np. płaszczy, garniturów, kompletów, kurtek, spodni, spódnic, koszul, T-shirtów, bluzek
suknie ślubne i inne ubrania na ceremonie
szycie na miarę
14.10;Produkcja odzieży dzianej;produkcja odzieży dzianej lub szydełkowanej i innych artykułów konfekcjonowanych, np. bielizny
14.21;Produkcja odzieży wierzchniej;produkcja podkoszulek, bluzek i T-shirtów, innych niż dzianych
14.22;Produkcja bielizny;produkcję bielizny wykonanej z tkanin, dzianin, koronek itp. dla mężczyzn, kobiet i dzieci: 
 slipy, kalesony, piżamy, koszule nocne, szlafroki, majtki, staniki, gorsety itp.
14.10;Produkcja odzieży dzianej;produkcja dzianej i szydełkowanej odzieży dziecięcej,
produkcja odzieży sportowej i strojów kąpielowych z dzianin
14.21;Produkcja odzieży wierzchniej;Produkcja odzieży niemowlęcej innej niż dzianej, wyłącznie odzieży wierzchniej
14.22;Produkcja bielizny;produkcja bielizny niemowlęcej
14.29;Produkcja pozostałej odzieży i dodatków do odzieży, gdzie indziej niesklasyfikowana;produkcja odzieży sportowej z tkanin o szerokim splocie, np. dresów, kombinezonów narciarskich, strojów kąpielowych i innej technicznej odzieży sportowej
produkcja kapeluszy i czapek
produkcja pozostałych dodatków odzieżowych, np. rękawiczek, pasków, szali, krawatów, fularów, siatek na włosy
produkcja obuwia z materiałów włókienniczych bez nakładanych podeszew, z wyjątkiem dzianych lub szydełkowanych
16.11;Produkcja wyrobów tartacznych;piłowanie, heblowanie i obróbkę mechaniczną drewna,  
rozcinanie na warstwy, korowanie lub struganie kłód,
produkcję drewnianych podkładów kolejowych, 
produkcję drewnianych materiałów podłogowych niepołączonych, 
produkcję wełny drzewnej, mączki drzewnej, wiórów,
16.12;Obróbka i wykończanie drewna;ogólna działalność związana z obróbką i wykończaniem drewna, zazwyczaj wykonywaną na zlecenie:
wiercenie, toczenie, frezowanie, wiórkowanie, przeciąganie, wyrównywanie, szlifowanie, polerowanie, łączenie drewna i tym podobne,
suszenie drewna,
impregnację lub obróbkę chemiczną drewna,
impregnację surowego drewna farbą, bejcą lub innymi środkami konserwującymi,
pozostałą działalność związana z obróbką i wykończaniem drewna.
16.21;Produkcja arkuszy fornirowych i płyt wykonanych na bazie drewna;produkcję arkuszy fornirowych odpowiednio cienkich w celu użycia ich do oklejania, produkcji sklejki lub innych celów:
  wygładzonych, barwionych, powlekanych, impregnowanych, wzmocnionych papierem lub materiałem,
  wykonanych w formie motywów,
produkcję sklejki, płyt fornirowych i podobnych laminowanych płyt i arkuszy,
produkcję płyt o wiórach zorientowanych (OSB) i pozostałych płyt wiórowych,
produkcję średniej gęstości płyt pilśniowych (MDF) i pozostałych płyt pilśniowych,
produkcję utwardzonego drewna,
produkcję klejonego drewna warstwowego, drewna klejonego krzyżowo (CLT) oraz laminowanego drewna fornirowego,
produkcję płyt pilśniowych izolacyjnych z drewna lub pozostałych materiałów drewnopodobynch, nawet połączonych żywicami lub innymi substancjami organicznymi.
16.27;Wykończanie wyrobów drewnianych;procesy wykończające lub zabezpieczające powierzchnię wyrobów drewnianych
16.22;Produkcja gotowych parkietów podłogowych;produkcję drewnianych bloków parkietowych, klepek itp. połączonych w formę płyt.
16.27;Wykończanie wyrobów drewnianych;procesy wykończające lub zabezpieczające powierzchnię wyrobów drewnianych
16.23;Produkcja pozostałych wyrobów stolarskich i ciesielskich dla budownictwa;produkcję wyrobów z drewna przeznaczonych głównie dla budownictwa:
  belki, dźwigary, krokwie, rozpory dachowe,
  prefabrykowane wiązary dachowe z klejonego drewna warstwowego połączonego metalem,
  schody, balustrady, poręcze i ogrodzenia,
  gonty, dachówki, listwy dekoracyjne, listwy profilowe i podobne elementy drewniane,
produkcję prefabrykowanych budynków lub ich elementów, z drewna, na przykład sauny,
produkcję przenośnych domów i przyczep mieszkalnych,
produkcję drewnianych ścianek działowych, do wbudowania na stałe, 
produkcję drewnianych stoisk wystawowych.
16.25;Produkcja drzwi i okien z drewna;produkcję drzwi, ościeżnic i progów, z drewna,
produkcję okien, okiennic i okien francuskich oraz ich ram, z drewna,
produkcję drzwi i okien wielomateriałowych, z ramą wykonaną z drewna.
16.27;Wykończanie wyrobów drewnianych;procesy wykończające lub zabezpieczające powierzchnię wyrobów drewnianych
16.24;Produkcja opakowań drewnianych;produkcję futerałów, skrzyń, pudełek, klatek i podobnych artykułów drewnianych,
produkcję palet, palet skrzyniowych i pozostałych opakowań transportowych z drewna,
produkcję beczek, kadzi, balii i pozostałych wyrobów bednarskich,
produkcję drewnianych bębnów kablowych.
16.27;Wykończanie wyrobów drewnianych;procesy wykończające lub zabezpieczające powierzchnię wyrobów drewnianych
15.20;Produkcja obuwia;produkcja części obuwia z drewna
16.26;Produkcja paliw stałych z biomasy roślinnej;produkcję materiałów opałowych: brykietów, kłód i granulek, wykonywanych z aglomerowanych trocin, drewna odpadowego i ścinków drewnianych, słomy lub innej biomasy roślinnej.
16.27;Wykończanie wyrobów drewnianych;procesy wykończające lub zabezpieczające powierzchnię wyrobów drewnianych
16.28;Produkcja pozostałych wyrobów z drewna oraz wyrobów z korka, słomy i materiałów używanych do wyplatania;produkcję różnych wyrobów z drewna:
   trzonków, uchwytów i korpusów do: narzędzi, mioteł, szczotek i pędzli,
   drewnianych form i kopyt szewskich, wieszaków ubraniowych,
   drewnianych artykułów gospodarstwa domowego, naczyń stołowych i kuchennych,
   drewnianych statuetek i ornamentów, drewna intarsjowanego, drewna inkrustowanego,
   drewnianych kasetek i szkatułek na biżuterię, sztućców i podobnych artykułów,
   drewnianych cewek (szpuli), kopek, wrzecion, szpulek na nici oraz podobnych wyrobów z drewna toczonego,
   innych wyrobów z drewna,
produkcję drewnianych ram do płócien malarskich,
przetwarzanie korka naturalnego, 
produkcję korka aglomerowanego,
produkcję korka do butelek,
produkcję wyrobów z korka naturalnego lub aglomerowanego, włączając elementy 
podłogowe,
produkcję plecionek i wyrobów wyplatanych: mat, wycieraczek, parawanów, pudełek i tym podobynch,
produkcję koszy i innych wyrobów wikliniarskich,
produkcję ram do luster i obrazów, z drewna,
produkcję rączek do parasolek, lasek i podobnych przedmiotów,
produkcję bloków do wyrobu fajek do palenia tytoniu.
13.30;Wykończanie wyrobów tekstylnych;drukowanie na wyrobach tekstylnych jako proces pośredni w ich produkcji
18.12;Pozostałe drukowanie;drukowanie czasopism i pozostałych periodyków, wydawanych rzadziej niż cztery razy w tygodniu,
drukowanie książek, broszur, nut i manuskryptów, map, atlasów, plakatów, katalogów reklamowych, prospektów i innych reklam, znaczków pocztowych, znaczków skarbowych, druków manipulacyjnych, czeków i innych papierów wartościowych, kart inteligentnych, albumów, kalendarzy, notatników, pamiętników, podkładek pod kufle do piwa, formularzy, papieru listowego, papieru z nagłówkiem i innych podobnych artykułów drukowanych przy użyciu maszyn drukarskich, offsetowych, rotograwiurowych, fleksograficznych, sitodruku i pozostałych maszyn drukarskich, kserokopiarek, drukarek komputerowych, wytłaczarek, fotokopiarek i termokopiarek, włączając szybkie drukowanie bezpośrednio na wyrobach/materiałach tekstylnych, tworzywie sztucznym, szkle, metalu, drewnie i ceramice
drukowanie cyfrowe,
drukowanie dekoracyjne, na przykład: papieru ozdobnego do pakowania prezentów, tapety, wyrobów przeznaczonych do przenoszenia,
drukowanie wielkoformatowe, na przykład: flag, banerów, stojaków reklamowych typu roll-up, plakatów,
drukowanie etykiet i przywieszek, na przykład: metodą litografii, druku wklęsłego, fleksografii, drukowanie znaków,
grawerowanie laserowe na materiałach tekstylnych,
działalność w zakresie drukowania reklam
20.14;Produkcja pozostałych podstawowych chemikaliów organicznych;produkcję podstawowych chemikaliów przy zastosowaniu takich procesów jak kraking termiczny, destylacja. Wynikiem tych procesów są zwykle wyodrębnione pierwiastki chemiczne oraz wyodrębnione chemicznie zdefiniowane związki organiczne
produkcję podstawowych chemikaliów organicznych:
  acyklicznych węglowodorów nasyconych i nienasyconch,
  cyklicznych węglowodorów nasyconych i nienasyconch,
  alkoholi cyklicznych i acyklicznych,
  kwasów jednoi wielokarboksylowych, włączając syntetyczny kwas octowy,
  innych związków z rodnikami zawierającymi tlen, włączając aldehydy, ketony, benzochinony i związki o dwu i wielu rodnikach zawierających tlen,
  syntetycznej gliceryny,
  organicznych związków azotowych, włączając aminy,
  alkoholu etylowego i estrów pochodzenia rolniczego nie przeznaczonych do spożycia,
  syntetycznego alkoholu etylowego,
  innych związków organicznych, włączając produkty destylacji drewna (na przykład węgiel drzewny) i tym podobne,
produkcję syntetycznych aromatów,
produkcję metanu nie jako paliwa gazowego paliwa gazowego dostarczanego w systemie sieciowym,
produkcję smoły węglowej,
produkcję alkoholu etylowego do celów innych niż do paliwa bioetanolowego,
20.51;Produkcja biopaliw płynnych;produkcję etanolu z biomasy,
produkcję mieszanek bioetanolu i eterów częściowo pochodzących z biomasy,
produkcję biopaliw płynnych, nawet gdy na wejściu procesu produkcyjnego wykorzystywane są odpady.
20.51;Produkcja biopaliw płynnych;produkcję biodiesla,
20.59;Produkcja pozostałych wyrobów chemicznych, gdzie indziej niesklasyfikowana;produkcję płyt i błon fotograficznych, papieru światłoczułego i pozostałych nienaświetlonych materiałów światłoczułych,
produkcję wyrobów chemicznych do zastosowań fotograficznych,
produkcję żelatyny i jej pochodnych
produkcję olejków eterycznych,
produkcję e-liquidów stosowanych w urządzeniach do wapowania,
produkcję pozostałych wyrobów chemicznych:
  peptonów, pochodnych peptonów, pozostałych substancji proteinowych i ich pochodnych, gdzie indziej niesklasyfikowanych,
  chemicznie modyfikowanych olejów i tłuszczów,
  materiałów chemicznych wykorzystywanych przy wykończaniu tekstyliów i skóry,
  proszków i past wykorzystywanych do lutowania miękkiego i twardego oraz spawania,
  preparatów wykorzystywanych do wytrawiania powierzchni metali,
  gotowych dodatków do cementu,
  węgla aktywnego, dodatków do olejów smarowych, gotowych przyspieszaczy wulkanizacji, katalizatorów i pozostałych produktów chemicznych do zastosowań przemysłowych,
  środków przeciwstukowych, środków zapobiegających zamarzaniu,
  roztworów do układów hydraulicznych,
  złożonych odczynników laboratoryjnych i diagnostycznch,
   dodatków do paliw, na przykład na bazie eteru etylo-tert-butylowego (ETBE) i eteru metylo-tert-butylowego (MTBE), 
produkcję atramentów i tuszy,
15.20;Produkcja obuwia;produkcję części obuwia z gumy,
22.12;Produkcja pozostałych wyrobów z gumy;produkcję pozostałych wyrobów z kauczuku naturalnego lub syntetycznego, 
wulkanizowanego, niewulkanizowanego lub utwardzanego:
 płyt, arkuszy, pasków, prętów, kształtowników profilowanych,
 rur, przewodów i węży,
 taśm przenośnikowych i pasów napędowych,
 artykułów higienicznych z gumy: osłonek antykoncepcyjnych, smoczków, termoforów i tym podobnych,
 gumowych elementów odzieży,
 lin, sznurów i nici gumowych,
 tkanin podgumowanych i przędzy gumowanej,
 pierścieni i uszczelek gumowych,
 gumowych pokryć wałków,
 nadmuchiwanych materace gumowe,
 nadmuchiwane balony, włączając balony reklamowe,
produkcję szczotek gumowych,
produkcję cybuchów fajek z ebonitu,
produkcję grzebieni, spinek do włosów, wałków do włosów z ebonitu i podobnych
artykułów,
produkcję kompensatorów gumowych dla budownictwa,
produkcję lateksowej gumy komórkowej,
produkcję gumowych wykładzin podłogowych,
produkcję materiałów gumowych do naprawy, 
produkcję tkanin impregnowanych, powleczonych, pokrytych lub laminowanych gumą, imitacji skór,
produkcję gumowych materaców do łóżek wodnych, 
produkcję gumowych czepków kąpielowych i fartuchów, 
produkcję gumowych kombinezonów do nurkowania,
produkcję gumowych artykułów erotycznych,
produkcję odzieży z lateksu.

22.21;Produkcja płyt, arkuszy, rur i kształtowników z tworzyw sztucznych;produkcję półproduktów z tworzyw sztucznych:
  płyt, arkuszy, bloków, folii, kliszy, taśm i tym podobnych,
produkcję wyrobów gotowych z tworzyw sztucznych:
  przewodów, rur i węży, tulejek; łączników rur i węży,
  produkcję folii lub arkuszy z celofanu,
produkcję elastycznych lub sztywnych płyt i arkuszy z poliuretanu komórkowego,
produkcję płyt, arkuszy, folii i taśm z tworzyw sztucznych, wzmocnionych, laminowanych, osadzonych lub połączonych w podobny sposób z innymi materiałami,
produkcję samoprzylepnych płyt, arkuszy, folii i taśm.
22.25;Obróbka i wykończanie produktów z tworzyw sztucznych;wykończanie produktów z tworzyw sztucznych
22.22;Produkcja opakowań z tworzyw sztucznych;produkcję wyrobów z tworzyw sztucznych używanych do pakowania towarów:
torebek, worków, pojemników, pudełek, skrzynek, gąsiorów, butelek i tym podobnych.
22.25;Obróbka i wykończanie produktów z tworzyw sztucznych;wykończanie produktów z tworzyw sztucznych
22.23;Produkcja drzwi i okien z tworzyw sztucznych;produkcję drzwi, okien i ich ram, z tworzyw sztucznych,
produkcję drzwi i okien wielomateriałowych, z ramą wykonaną z tworzywa sztucznego,
produkcję okiennic, zasłon (włącznie z żaluzjami weneckimi) i podobnych artykułów oraz ich części, z tworzyw sztucznych,
produkcję okiennic wielomateriałowych do drzwi i okien, z ramą wykonaną z tworzywa sztucznego.
22.24;Produkcja wyrobów dla budownictwa z tworzyw sztucznych;produkcję wyrobów z tworzyw sztucznych dla budownictwa:
 listew przypodłogowych, 
 zbiorników, rezerwuarów,
 pokryć podłogowych, ściennych i sufitowych, zarówno w rolkach jak i w formie płytek i tym podobnych,
 artykułów sanitarnych: wanien, brodzików, umywalek, misek klozetowych, sedesów, spłuczek ustępowych i tym podobnych,
produkcję sprężystych pokryć podłogowych, na przykład: płytek winylowych, linoleum i tym podobnych,
produkcję wyrobów sanitarnych z mieszaniny tworzyw sztucznych i minerałów, przy czym minerały służą jako wypełniacz.
22.25;Obróbka i wykończanie produktów z tworzyw sztucznych;wykończanie produktów z tworzyw sztucznych
23.66;Produkcja pozostałych wyrobów z betonu, cementu i gipsu;produkcję sztucznego kamienia (na przykład sztucznego marmuru),
15.20;Produkcja obuwia;produkcję części obuwia z plastiku
22.25;Obróbka i wykończanie produktów z tworzyw sztucznych;obróbka i wykończanie wyrobów z tworzyw sztucznych, zazwyczaj wykonywaną na zlecenie
22.26;Produkcja pozostałych wyrobów z tworzyw sztucznych;produkcję artykułów kuchennych, stołowych i toaletowych, z tworzyw sztucznych,
